name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Stevan Pearce,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.935,0.065
Stevan Pearce,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.88,0.12
Stevan Pearce,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.904,0.096
Stevan Pearce,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.911,0.089
Stevan Pearce,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.9,0.1
Stevan Pearce,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.906,0.094
Stevan Pearce,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.874,0.126
Stevan Pearce,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.935,0.065
Stevan Pearce,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.915,0.085
Stevan Pearce,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.88,0.12
Stevan Pearce,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.884,0.116
Stevan Pearce,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.93,0.07
Stevan Pearce,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.916,0.084
Stevan Pearce,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.807,0.193
Stevan Pearce,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.932,0.068
Brian K. Fitzpatrick,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.677,0.323
Brian K. Fitzpatrick,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.944,0.056
Brian K. Fitzpatrick,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.725,0.275
Brian K. Fitzpatrick,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.614,0.386
Brian K. Fitzpatrick,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.711,0.289
Brian K. Fitzpatrick,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.644,0.356
Brian K. Fitzpatrick,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.644,0.356
Brian K. Fitzpatrick,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.683,0.317
Brian K. Fitzpatrick,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.618,0.382
Brian K. Fitzpatrick,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.641,0.359
Brian K. Fitzpatrick,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.677,0.323
Brian K. Fitzpatrick,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.632,0.368
Brian K. Fitzpatrick,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.649,-0.649
Brian K. Fitzpatrick,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.58,-0.58
Brian K. Fitzpatrick,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.701,0.299
Brian K. Fitzpatrick,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.68,0.32
Brian K. Fitzpatrick,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.604,-0.604
Brian K. Fitzpatrick,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.658,-0.658
Brian K. Fitzpatrick,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.684,0.316
Brian K. Fitzpatrick,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.805,0.195
Brian K. Fitzpatrick,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.557,-0.557
Brian K. Fitzpatrick,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.68,0.32
Ann Wagner,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.875,0.125
Ann Wagner,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.965,0.035
Ann Wagner,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.897,0.103
Ann Wagner,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.861,0.139
Ann Wagner,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.936,0.064
Ann Wagner,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.835,0.165
Ann Wagner,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.918,0.082
Ann Wagner,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.936,0.064
Ann Wagner,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.882,0.118
Ann Wagner,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.905,0.095
Ann Wagner,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.913,0.087
Ann Wagner,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.902,0.098
Ann Wagner,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.908,0.092
Ann Wagner,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.876,0.124
Ann Wagner,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.936,0.064
Ann Wagner,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.916,0.084
Ann Wagner,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.882,0.118
Ann Wagner,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.885,0.115
Ann Wagner,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.931,0.069
Ann Wagner,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.917,0.083
Ann Wagner,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.809,0.191
Ann Wagner,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.933,0.067
Vern Buchanan,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.881,0.119
Vern Buchanan,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.966,0.034
Vern Buchanan,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.902,0.098
Vern Buchanan,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.867,0.133
Vern Buchanan,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.941,0.059
Vern Buchanan,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.841,0.159
Vern Buchanan,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.924,0.076
Vern Buchanan,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.942,0.058
Vern Buchanan,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.889,0.111
Vern Buchanan,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.912,0.088
Vern Buchanan,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.918,0.082
Vern Buchanan,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.908,0.092
Vern Buchanan,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.914,0.086
Vern Buchanan,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.883,0.117
Vern Buchanan,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.941,0.059
Vern Buchanan,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.922,0.078
Vern Buchanan,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.889,0.111
Vern Buchanan,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.891,0.109
Vern Buchanan,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.936,0.064
Vern Buchanan,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Not voting,0.92,NA
Vern Buchanan,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.817,0.183
Vern Buchanan,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.938,0.062
J. French Hill,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.881,0.119
J. French Hill,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.966,0.034
J. French Hill,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.902,0.098
J. French Hill,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.867,0.133
J. French Hill,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.941,0.059
J. French Hill,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.841,0.159
J. French Hill,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.924,0.076
J. French Hill,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.942,0.058
J. French Hill,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.889,0.111
J. French Hill,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.912,0.088
J. French Hill,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.918,0.082
J. French Hill,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.908,0.092
J. French Hill,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.914,0.086
